영어단어,한글단어설명,예문1,예문2,category,deck_group
Huge,거대한 (가장 일반적으로 쓰이는 큰 크기),A huge crowd gathered. (거대한 군중이 모였습니다.),It made a huge difference. (그것은 큰 차이를 만들었습니다.),GENERAL,ENORMOUSNESS_VASTNESS
Mammoth,"매머드 같은, 거대한 (일이 어렵고 큰)",A mammoth task. (거대한 과업.),The company is a mammoth corporation. (그 회사는 거대 기업입니다.),GENERAL,ENORMOUSNESS_VASTNESS
Titanic,"타이타닉 같은, 엄청난 (힘이나 규모가 거대한)",A titanic struggle for power. (권력을 향한 엄청난 투쟁.),Titanic waves. (거대한 파도.),GENERAL,ENORMOUSNESS_VASTNESS
Monumental,"기념비적인, 대단한 (역사에 남을 만큼 큰)",A monumental achievement. (기념비적인 업적.),A monumental error. (엄청난 실수.),GENERAL,ENORMOUSNESS_VASTNESS
Gargantuan,"엄청난, 거대한 (식욕이나 부피가 비현실적으로 큰)",A gargantuan meal. (엄청난 양의 식사.),Gargantuan proportions. (거대한 비율.),GENERAL,ENORMOUSNESS_VASTNESS
Tremendous,"엄청난, 대단한 (강도나 양이 놀라울 정도인)",A tremendous explosion. (엄청난 폭발.),He showed tremendous courage. (그는 대단한 용기를 보여주었습니다.),GENERAL,ENORMOUSNESS_VASTNESS
Substantial,"상당한, 실질적인 (양이 꽤 되고 튼튼한)",A substantial increase in profit. (이익의 상당한 증가.),A substantial meal. (푸짐한 식사.),GENERAL,ENORMOUSNESS_VASTNESS
Expansive,"탁 트인, 광범위한 (넓게 뻗어나가는)",An expansive view of the ocean. (탁 트인 바다 전경.),Expansive grounds. (넓은 대지.),GENERAL,ENORMOUSNESS_VASTNESS
Extensive,"광범위한, 대규모의 (넓은 범위에 걸친)",Extensive damage from the fire. (화재로 인한 광범위한 피해.),Extensive research. (광범위한 연구.),GENERAL,ENORMOUSNESS_VASTNESS
Broad,폭넓은 (가로로 넓은),He has broad shoulders. (그는 넓은 어깨를 가졌습니다.),A broad range of topics. (폭넓은 주제들.),GENERAL,ENORMOUSNESS_VASTNESS
Wide,넓은 (폭이 넓은),A wide river. (넓은 강.),Open your eyes wide. (눈을 크게 뜨세요.),GENERAL,ENORMOUSNESS_VASTNESS
Towering,우뚝 솟은 (높이가 압도적인),Towering mountains. (우뚝 솟은 산들.),A towering rage. (하늘을 찌를 듯한 분노.),GENERAL,ENORMOUSNESS_VASTNESS
Soaring,치솟는 (높이 올라가는),Soaring prices. (치솟는 물가.),Soaring skyscrapers. (치솟은 마천루들.),GENERAL,ENORMOUSNESS_VASTNESS
Lofty,"아주 높은, 고귀한 (높이와 품위가 있는)",Lofty ambitions. (높은 야망.),A lofty peak. (아주 높은 산봉우리.),GENERAL,ENORMOUSNESS_VASTNESS
Bulky,부피가 큰 (자리를 많이 차지하는),A bulky package. (부피가 큰 소포.),Bulky winter clothes. (부피가 큰 겨울옷.),GENERAL,ENORMOUSNESS_VASTNESS
Voluminous,"방대한, 헐렁한 (천이 많이 들거나 양이 많은)",Voluminous skirts. (풍성한 스커트.),Voluminous notes. (방대한 노트 필기.),GENERAL,ENORMOUSNESS_VASTNESS
Hefty,"두둑한, 무거운 (무게나 액수가 상당한)",A hefty fine. (두둑한 벌금.),A hefty bag. (무거운 가방.),GENERAL,ENORMOUSNESS_VASTNESS
Astronomical,천문학적인 (숫자가 상상 초월로 큰),Astronomical costs. (천문학적인 비용.),The odds are astronomical. (확률이 천문학적입니다/희박합니다.),GENERAL,ENORMOUSNESS_VASTNESS
Infinite,무한한 (끝이 없는),The universe seems infinite. (우주는 무한해 보입니다.),Infinite patience. (무한한 인내심.),GENERAL,ENORMOUSNESS_VASTNESS
Limitless,한계가 없는 (제한이 없는),Limitless possibilities. (무한한 가능성.),Limitless energy. (무한한 에너지.),GENERAL,ENORMOUSNESS_VASTNESS
Boundless,끝없는 (경계가 없는),Boundless enthusiasm. (끝없는 열정.),The boundless sea. (끝없는 바다.),GENERAL,ENORMOUSNESS_VASTNESS
Grand,웅장한 (규모가 크고 화려한),The Grand Canyon. (그랜드 캐니언.),A grand plan. (웅대한 계획.),GENERAL,ENORMOUSNESS_VASTNESS
Majestic,장엄한 (위엄 있고 큰),Majestic mountains. (장엄한 산들.),A majestic eagle. (장엄한 독수리.),GENERAL,ENORMOUSNESS_VASTNESS
Prodigious,"엄청난, 경이로운 (놀라울 정도로 큰)",A prodigious memory. (경이로운 기억력.),Prodigious amounts of food. (엄청난 양의 음식.),GENERAL,ENORMOUSNESS_VASTNESS
Tiny,아주 작은 (Small보다 더 작은),A tiny insect. (아주 작은 곤충.),Just a tiny bit. (아주 조금만.),GENERAL,MINUTENESS_SMALLNESS
Miniscule,극소의 (너무 작아서 잘 안 보이는),Miniscule details. (극소의 세부 사항들.),A miniscule amount of risk. (극히 미미한 위험.),GENERAL,MINUTENESS_SMALLNESS
Microscopic,현미경으로 봐야 할 (눈에 안 보이는),Microscopic bacteria. (현미경으로 봐야 하는 박테리아.),Microscopic cracks. (아주 미세한 균열.),GENERAL,MINUTENESS_SMALLNESS
Minute,"미세한, 상세한 (발음: 마이뉴트)",Minute particles of dust. (미세한 먼지 입자들.),Examined in minute detail. (상세하게 조사했다.),GENERAL,MINUTENESS_SMALLNESS
Diminutive,자그마한 (귀엽거나 약해 보일 정도로 작은),A diminutive figure. (자그마한 체구의 인물.),"""Duckling"" uses a diminutive suffix. (""Duckling""은 지소사를 사용합니다.)",GENERAL,MINUTENESS_SMALLNESS
Petite,아담한 (주로 여성의 체구가 작고 맵시 있는),She is petite and slender. (그녀는 아담하고 날씬합니다.),Petite clothing sizes. (아담 사이즈 의류.),GENERAL,MINUTENESS_SMALLNESS
Compact,"소형의, 콤팩트한 (작게 뭉쳐진)",A compact car. (소형차.),Compact powder. (콤팩트 파우더.),GENERAL,MINUTENESS_SMALLNESS
Miniature,"축소된, 소형의 (실물을 작게 만든)",A miniature train set. (소형 기차 세트.),Miniature roses. (미니 장미.),GENERAL,MINUTENESS_SMALLNESS
Teeny,정말 작은 (구어체) (아주아주 작은),A teeny bikini. (아주 작은 비키니.),Just a teeny slice of cake. (케이크 아주 작은 한 조각.),GENERAL,MINUTENESS_SMALLNESS
Wee,조그마한 (스코틀랜드 방언),A wee lad. (조그만 소년.),Wait a wee bit. (잠깐만 기다려.),GENERAL,MINUTENESS_SMALLNESS
Puny,"작고 연약한, 하찮은 (보잘것없는)",Puny muscles. (보잘것없는 근육.),A puny excuse. (하찮은 변명.),GENERAL,MINUTENESS_SMALLNESS
Slight,"약간의, 가냘픈 (정도가 약한)",A slight headache. (약간의 두통.),She has a slight build. (그녀는 가냘픈 체구입니다.),GENERAL,MINUTENESS_SMALLNESS
Marginal,"미미한, 주변부의 (중요하지 않은)",A marginal improvement. (미미한 개선.),Marginal profit. (한계 이익/적은 이익.),GENERAL,MINUTENESS_SMALLNESS
Negligible,무시해도 될 정도의 (양이 아주 적은),The impact was negligible. (영향은 무시할 정도였습니다.),A negligible error. (사소한 오류.),GENERAL,MINUTENESS_SMALLNESS
Minimal,최소한의 (가장 적은 양의),Minimal effort. (최소한의 노력.),Minimal damage. (최소한의 피해.),GENERAL,MINUTENESS_SMALLNESS
Nominal,"명목상의, 얼마 안 되는 (이름뿐인)",A nominal fee. (명목상의 수수료/아주 적은 돈.),The nominal head of the club. (클럽의 명목상 대표.),GENERAL,MINUTENESS_SMALLNESS
Insubstantial,"실체가 없는, 빈약한 (튼튼하지 않은)",An insubstantial meal. (빈약한 식사.),Insubstantial evidence. (불충분한 증거.),GENERAL,MINUTENESS_SMALLNESS
Trifling,하찮은 (가치가 거의 없는),A trifling sum. (푼돈.),Don't get upset over trifling matters. (하찮은 일에 화내지 마세요.),GENERAL,MINUTENESS_SMALLNESS
Fine,"가느다란, 미세한 (입자가 고운)",Fine sand. (고운 모래.),A fine line. (가느다란 선/종이 한 장 차이.),GENERAL,MINUTENESS_SMALLNESS
Thin,"얇은, 가는 (두께가 없는)",Thin paper. (얇은 종이.),Thin air. (희박한 공기.),GENERAL,MINUTENESS_SMALLNESS
Slender,"날씬한, 가느다란 (길고 가는)",Slender fingers. (가느다란 손가락.),A slender chance of winning. (희박한 승리 가능성.),GENERAL,MINUTENESS_SMALLNESS
Narrow,좁은 (폭이 좁은),A narrow path. (좁은 길.),A narrow escape. (간신히 피함/구사일생.),GENERAL,MINUTENESS_SMALLNESS
Limited,제한된 (양이 정해져 있는),Limited edition. (한정판.),Limited resources. (제한된 자원.),GENERAL,MINUTENESS_SMALLNESS
Restricted,"제한된, 좁은 (범위가 좁은)",Restricted area. (제한 구역.),A restricted view. (제한된 시야.),GENERAL,MINUTENESS_SMALLNESS
Atomic,"원자의, 극소의 (원자만큼 작은)",Atomic size. (원자 크기.),Atomic energy. (원자력.),GENERAL,MINUTENESS_SMALLNESS
Molecular,분자의 (분자 수준의),Molecular structure. (분자 구조.),Molecular biology. (분자 생물학.),GENERAL,MINUTENESS_SMALLNESS
Nano,"나노의 (10억분의 1, 아주 미세한)",Nano technology. (나노 기술.),Nano particles. (나노 입자.),GENERAL,MINUTENESS_SMALLNESS
Pocket-sized,주머니에 들어가는 (휴대용의),A pocket-sized dictionary. (포켓 사전.),Pocket-sized camera. (소형 카메라.),GENERAL,MINUTENESS_SMALLNESS
Bite-sized,한입 크기의 (작게 나눈),Bite-sized snacks. (한입 크기 간식.),Bite-sized information. (토막 정보.),GENERAL,MINUTENESS_SMALLNESS
Fractional,"아주 적은, 단편적인 (부분적인)",A fractional change. (아주 미세한 변화.),Fractional ownership. (분할 소유권.),GENERAL,MINUTENESS_SMALLNESS
Abundant,풍부한 (부족함 없이 많은),Abundant natural resources. (풍부한 천연자원.),Birds are abundant in this forest. (이 숲에는 새가 많습니다.),GENERAL,ABUNDANCE_EXCESS
Plentiful,"많은, 풍족한 (충분하고 남는)",Food was plentiful at the feast. (잔치에는 음식이 풍족했습니다.),A plentiful harvest. (풍작.),GENERAL,ABUNDANCE_EXCESS
Ample,충분한 (필요한 만큼 넉넉한),There is ample room for everyone. (모두를 위한 충분한 공간이 있습니다.),Ample time to finish. (끝내기에 충분한 시간.),GENERAL,ABUNDANCE_EXCESS
Bountiful,풍성한 (자연이 주는 혜택이 많은),A bountiful supply of crops. (풍성한 농작물 공급.),Nature's bountiful gifts. (자연의 풍성한 선물.),GENERAL,ABUNDANCE_EXCESS
Copious,"방대한, 엄청난 (양이 아주 많은)",He took copious notes. (그는 방대한 필기를 했습니다.),Drinking copious amounts of water. (엄청난 양의 물을 마시는 것.),GENERAL,ABUNDANCE_EXCESS
Profuse,"많은, 아낌없는 (쏟아져 나오는)",Profuse sweating. (다량의 발한.),Profuse apologies. (거듭된 사과.),GENERAL,ABUNDANCE_EXCESS
Numerous,수많은 (개수가 많은),Numerous attempts failed. (수많은 시도가 실패했습니다.),I have visited numerous times. (나는 수차례 방문했습니다.),GENERAL,ABUNDANCE_EXCESS
Countless,셀 수 없는 (너무 많아서 셀 수 없는),Countless stars in the sky. (하늘의 셀 수 없는 별들.),I've told you countless times. (내가 너에게 수없이 말했잖아.),GENERAL,ABUNDANCE_EXCESS
Innumerable,무수한 (셀 수 없이 많은 - 격식),Innumerable difficulties. (무수한 어려움들.),Innumerable insects. (무수한 곤충들.),GENERAL,ABUNDANCE_EXCESS
Myriad,무수함 (다양하고 엄청나게 많은),A myriad of choices. (무수한 선택지.),Myriad problems. (수많은 문제들.),GENERAL,ABUNDANCE_EXCESS
Multitude,다수 (아주 많은 수/군중),A multitude of sins. (허다한 죄.),A multitude of people. (수많은 사람.),GENERAL,ABUNDANCE_EXCESS
Legion,아주 많은 (군대처럼 많은),His fans are legion. (그의 팬은 아주 많습니다.),Legion of demons. (악마의 군단.),GENERAL,ABUNDANCE_EXCESS
Teeming,바글거리는 (생물로 가득 찬),The river is teeming with fish. (강에는 물고기가 바글거립니다.),Teeming streets. (사람들로 붐비는 거리.),GENERAL,ABUNDANCE_EXCESS
Overflowing,넘쳐흐르는 (용량을 초과한),My inbox is overflowing with emails. (내 받은 편지함은 이메일로 넘쳐납니다.),Overflowing joy. (넘치는 기쁨.),GENERAL,ABUNDANCE_EXCESS
Rife,"(나쁜 것이) 만연한, 가득한",The city is rife with crime. (도시는 범죄로 가득합니다.),Rumors are rife. (소문이 무성합니다.),GENERAL,ABUNDANCE_EXCESS
Rampant,"걷잡을 수 없는, 만연한 (잡초처럼 퍼지는)",Rampant inflation. (걷잡을 수 없는 인플레이션.),Corruption is rampant. (부패가 만연합니다.),GENERAL,ABUNDANCE_EXCESS
Excessive,과도한 (정도에 지나친),Excessive drinking is bad. (과도한 음주는 나쁩니다.),Excessive speed. (과속.),GENERAL,ABUNDANCE_EXCESS
Superfluous,"불필요한, 잉여의 (필요 이상으로 많은)",Superfluous comments. (불필요한 논평.),Cut out superfluous details. (불필요한 세부 사항을 삭제하세요.),GENERAL,ABUNDANCE_EXCESS
Surplus,"잉여, 흑자 (쓰고 남은 것)",A budget surplus. (예산 흑자.),Surplus equipment. (잉여 장비.),GENERAL,ABUNDANCE_EXCESS
Redundant,"남아도는, 불필요한 (중복되어 쓸모없는)",The job became redundant. (그 일자리는 불필요해졌습니다/정리 해고되었습니다.),Redundant information. (중복 정보.),GENERAL,ABUNDANCE_EXCESS
Lavish,"호화로운, 아끼지 않는 (풍성하게 쓰는)",A lavish party. (호화로운 파티.),Lavish gifts. (후한 선물들.),GENERAL,ABUNDANCE_EXCESS
Generous,"후한, 넉넉한 (양을 많이 주는)",A generous portion of food. (넉넉한 양의 음식.),Be generous with your time. (당신의 시간을 관대하게 쓰세요.),GENERAL,ABUNDANCE_EXCESS
Rich,풍부한 (함유량이 많은),Foods rich in protein. (단백질이 풍부한 음식.),A rich history. (풍부한 역사.),GENERAL,ABUNDANCE_EXCESS
Wealthy,부유한 (재산이 많은),A wealthy neighborhood. (부유한 동네.),Wealthy in resources. (자원이 풍부한.),GENERAL,ABUNDANCE_EXCESS
Affluent,"부유한, 풍족한 (돈이 많아 여유로운)",An affluent society. (풍요로운 사회.),Affluent consumers. (부유한 소비자들.),GENERAL,ABUNDANCE_EXCESS
Opulent,엄청나게 부유한 (사치스러운),An opulent lifestyle. (호화로운 생활 방식.),Opulent surroundings. (호화로운 환경.),GENERAL,ABUNDANCE_EXCESS
Loaded,"돈이 많은, 꽉 찬 (속어/비유)",He is loaded with money. (그는 돈이 엄청 많습니다.),The question is loaded. (그 질문은 의도가 깔려 있습니다.),GENERAL,ABUNDANCE_EXCESS
Flush,돈이 두둑한 (일시적으로 풍족한),I'm flush with cash today. (나 오늘 현금이 두둑해.),Flush with success. (성공으로 의기양양한.),GENERAL,ABUNDANCE_EXCESS
Substantial,상당한 (양이 꽤 되는),A substantial amount. (상당한 양.),Made a substantial contribution. (상당한 기여를 했습니다.),GENERAL,ABUNDANCE_EXCESS
Infinite,무한한 (끝없이 많은),Infinite possibilities. (무한한 가능성.),God's infinite wisdom. (신의 무한한 지혜.),GENERAL,ABUNDANCE_EXCESS
Scarce,"희소한, 부족한 (구하기 힘든)",Water is scarce in the desert. (사막에서는 물이 귀합니다.),Food became scarce during the war. (전쟁 중에 식량이 부족해졌습니다.),GENERAL,SCARCITY_DEFICIENCY
Rare,"드문, 희귀한 (자주 일어나지 않는)",A rare disease. (희귀병.),It is rare to see him smile. (그가 웃는 것을 보는 것은 드문 일입니다.),GENERAL,SCARCITY_DEFICIENCY
Sparse,드문드문한 (밀도가 낮은),Sparse vegetation. (드문드문한 식물.),The crowd was sparse. (관중이 적었습니다.),GENERAL,SCARCITY_DEFICIENCY
Scant,"부족한, 거의 없는 (충분하지 않은)",Paid scant attention to the rules. (규칙에 거의 주의를 기울이지 않았습니다.),Scant evidence. (불충분한 증거.),GENERAL,SCARCITY_DEFICIENCY
Meager,"빈약한, 불충분한 (양이나 질이 형편없는)",A meager salary. (빈약한 월급.),A meager meal. (초라한 식사.),GENERAL,SCARCITY_DEFICIENCY
Paltry,"쥐꼬리만한, 시시한 (너무 적어서 하찮은)",A paltry sum of money. (쥐꼬리만한 돈.),Made a paltry excuse. (시시한 변명을 했습니다.),GENERAL,SCARCITY_DEFICIENCY
Insufficient,불충분한 (필요량을 채우지 못한),Insufficient funds. (잔고 부족.),The evidence was insufficient. (증거가 불충분했습니다.),GENERAL,SCARCITY_DEFICIENCY
Inadequate,"부적절한, 불충분한 (요구에 못 미치는)",Inadequate housing. (열악한 주거 환경.),He felt inadequate for the job. (그는 그 일에 자신이 부족하다고 느꼈습니다.),GENERAL,SCARCITY_DEFICIENCY
